Metai,Nr,Žaidėja,EFF,Komanda,Metai,Nr,Žaidėja,PTS,Komanda,Metai,Nr,Žaidėja,FG%,Komanda,Metai,Nr,Žaidėja,FT%,Komanda,Metai,Nr,Žaidėja,REB,Komanda,Metai,Nr,Žaidėja,AST,Komanda,Metai,Nr,Žaidėja,BS,Komanda,Metai,Nr,Žaidėja,ST,Komanda,Metai,Nr,Žaidėja,TO,Komanda,Metai,Nr,Žaidėja,MIN,Komanda
2022,26.,Brigita  Sinickaitė,"8,17",Klaipėdos Neptūnas,2022,26.,Urtė  Čižauskaitė,"7,83",Kauno Aistės-LSMU,2022,26.,Audronė  Zdanevičiūtė,"39,53%",Kauno Aistės-LSMU,2022,26.,Saulė  Mikelionytė,"69,23%",Klaipėdos Neptūnas,2022,26.,Agnė  Černeckytė,"3,00",Klaipėdos Neptūnas,2022,26.,Gintarė  Mažionytė,"1,67",Vilniaus Kibirkštis,2022,26.,Gintarė  Mažionytė,"0,10",Vilniaus Kibirkštis,2022,26.,Maiara  Pereira Dias,"0,80",Klaipėdos LCC tarptautinis universitetas,2022,26.,Eglė  Zabotkaitė,"1,50",Vilniaus Kibirkštis,2022,26.,Kamilė  Berenytė,"23,82",Šiaulių Šiauliai-Vilmers
2022,27.,Gedvilė  Savostaitė,"7,47",Kauno Aistės-LSMU,2022,27.,Elizabete  Bulane,"7,75",Klaipėdos LCC tarptautinis universitetas,2022,27.,Viktoria  Balaban,"39,25%",Klaipėdos Neptūnas,2022,27.,Gabrielė  Šulskė,"68,83%",Vilniaus Kibirkštis,2022,27.,Elizabete  Bulane,"2,81",Klaipėdos LCC tarptautinis universitetas,2022,27.,Viktoria  Balaban,"1,58",Klaipėdos Neptūnas,2022,27.,Ugnė  Sirtautaitė,"0,10",Vilniaus Kibirkštis,2022,27.,Yuliia  Hutevych,"0,80",Šiaulių Šiauliai-Vilmers,2022,27.,Brigita  Sinickaitė,"1,50",Klaipėdos Neptūnas,2022,27.,Urtė  Čižauskaitė,"22,00",Kauno Aistės-LSMU
2022,28.,Enrika  Matiukaitė,"7,25",Šiaulių Šiauliai-Vilmers,2022,28.,Brigita  Sinickaitė,"7,50",Klaipėdos Neptūnas,2022,28.,Tyra Marie Buss,"39,22%",Kauno Aistės-LSMU,2022,28.,Salome  Cordinier,"68,57%",Klaipėdos LCC tarptautinis universitetas,2022,28.,Brigita  Sinickaitė,"2,78",Klaipėdos Neptūnas,2022,28.,Linda Victorine  Ndoli,"1,55",Klaipėdos Neptūnas,2022,28.,Uliana  Datsko,"0,10",Klaipėdos Neptūnas,2022,28.,Neda  Pliatkutė,"0,78",Kauno Aistės-LSMU,2022,28.,Amalija  Pašajevaitė,"1,50",Kauno Aistės-LSMU,2022,28.,Laura  Juškaitė,"22,00",Vilniaus Kibirkštis
2022,29.,Brigita  Rimkevičiūtė,"7,00",Šiaulių Šiauliai-Vilmers,2022,29.,Gintarė  Paulauskaitė,"7,39",Kauno Aistės-LSMU,2022,29.,Brigita  Rimkevičiūtė,"39,06%",Šiaulių Šiauliai-Vilmers,2022,29.,Maisa Pereira Dias,"67,53%",Klaipėdos LCC tarptautinis universitetas,2022,29.,Polina  Korbut,"2,75",Klaipėdos LCC tarptautinis universitetas,2022,29.,Lina  Loceniece,"1,53",Klaipėdos LCC tarptautinis universitetas,2022,29.,Amalija  Pašajevaitė,"0,08",Kauno Aistės-LSMU,2022,29.,Kateryna  Chikaodiri Dike,"0,76",Klaipėdos LCC tarptautinis universitetas,2022,29.,Kamilė  Berenytė,"1,45",Šiaulių Šiauliai-Vilmers,2022,29.,Eglė  Zabotkaitė,"20,45",Vilniaus Kibirkštis
2022,30.,Audronė  Zdanevičiūtė,"6,83",Kauno Aistės-LSMU,2022,30.,Enrika  Matiukaitė,"7,08",Šiaulių Šiauliai-Vilmers,2022,30.,Justina  Miknaitė,"38,99%",Vilniaus Kibirkštis,2022,30.,Maiara  Pereira Dias,"66,67%",Klaipėdos LCC tarptautinis universitetas,2022,30.,Kamilė  Berenytė,"2,73",Šiaulių Šiauliai-Vilmers,2022,30.,Gintarė  Paulauskaitė,"1,50",Kauno Aistės-LSMU,2022,30.,Danguolė  Pupkevičiūtė,"0,08",Šiaulių Šiauliai-Vilmers,2022,30.,Lina  Loceniece,"0,76",Klaipėdos LCC tarptautinis universitetas,2022,30.,Uliana  Datsko,"1,40",Klaipėdos Neptūnas,2022,30.,Deimantė  Žukaitė,"19,39",Kauno Aistės-LSMU
2022,31.,Danguolė  Pupkevičiūtė,"6,42",Šiaulių Šiauliai-Vilmers,2022,31.,Gintarė  Mažionytė,"7,00",Vilniaus Kibirkštis,2022,31.,Kateryna  Chikaodiri Dike,"38,89%",Klaipėdos LCC tarptautinis universitetas,2022,31.,Dalia  Donskichytė,"66,67%",Klaipėdos Neptūnas,2022,31.,Lina  Loceniece,"2,71",Klaipėdos LCC tarptautinis universitetas,2022,31.,Urtė  Čižauskaitė,"1,50",Kauno Aistės-LSMU,2022,31.,Gustė  Drakšaitė,"0,07",Klaipėdos LCC tarptautinis universitetas,2022,31.,Gintarė  Petronytė,"0,75",Vilniaus Kibirkštis,2022,31.,Yuliia  Hutevych,"1,40",Šiaulių Šiauliai-Vilmers,2022,31.,Gerda  Raulušaitytė,"19,10",Vilniaus Kibirkštis
2022,32.,Saulė  Mikelionytė,"6,20",Klaipėdos Neptūnas,2022,32.,Salome  Cordinier,"6,25",Klaipėdos LCC tarptautinis universitetas,2022,32.,Maisa Pereira Dias,"38,79%",Klaipėdos LCC tarptautinis universitetas,2022,32.,Tyra Marie Buss,"66,67%",Kauno Aistės-LSMU,2022,32.,Ugnė  Sirtautaitė,"2,70",Vilniaus Kibirkštis,2022,32.,Rūta  Stipra,"1,45",Šiaulių Šiauliai-Vilmers,2022,32.,Rachel Elise Theriot,"0,07",Vilniaus Kibirkštis,2022,32.,Agnė  Černeckytė,"0,75",Klaipėdos Neptūnas,2022,32.,Gintarė  Paulauskaitė,"1,33",Kauno Aistės-LSMU,2022,32.,Rachel Elise Theriot,"18,86",Vilniaus Kibirkštis
2022,33.,Deimantė  Žukaitė,"5,94",Kauno Aistės-LSMU,2022,33.,Brigita  Rimkevičiūtė,"5,67",Šiaulių Šiauliai-Vilmers,2022,33.,Rūta  Stipra,"38,36%",Šiaulių Šiauliai-Vilmers,2022,33.,Morgan  Lenahan,"65,12%",Šiaulių Šiauliai-Vilmers,2022,33.,Justina   Kraujūnaitė,"2,50",Vilniaus Kibirkštis,2022,33.,Uliana  Datsko,"1,25",Klaipėdos Neptūnas,2022,33.,Justina  Oficerovaitė,"0,07",Kauno Aistės-LSMU,2022,33.,Gintarė  Mažionytė,"0,67",Vilniaus Kibirkštis,2022,33.,Martyna   Petrėnaitė,"1,32",Kauno Aistės-LSMU,2022,33.,Audronė  Zdanevičiūtė,"18,56",Kauno Aistės-LSMU
2022,34.,Elizabete  Bulane,"5,75",Klaipėdos LCC tarptautinis universitetas,2022,34.,Gedvilė  Savostaitė,"5,32",Kauno Aistės-LSMU,2022,34.,Eglė  Zabotkaitė,"37,96%",Vilniaus Kibirkštis,2022,34.,Enrika  Matiukaitė,"62,50%",Šiaulių Šiauliai-Vilmers,2022,34.,Tyra Marie Buss,"2,47",Kauno Aistės-LSMU,2022,34.,Gerda  Raulušaitytė,"1,24",Vilniaus Kibirkštis,2022,34.,Brigita  Sinickaitė,"0,06",Klaipėdos Neptūnas,2022,34.,Kamilė  Berenytė,"0,64",Šiaulių Šiauliai-Vilmers,2022,34.,Ligita  Tamutytė,"1,30",Klaipėdos Neptūnas,2022,34.,Brigita  Sinickaitė,"18,28",Klaipėdos Neptūnas
2022,35.,Livija  Sakevičiūtė,"5,32",Vilniaus Kibirkštis,2022,35.,Saulė  Mikelionytė,"5,30",Klaipėdos Neptūnas,2022,35.,Danguolė  Pupkevičiūtė,"37,60%",Šiaulių Šiauliai-Vilmers,2022,35.,Gintarė  Mažionytė,"61,11%",Vilniaus Kibirkštis,2022,35.,Rachel Elise Theriot,"2,36",Vilniaus Kibirkštis,2022,35.,Saulė  Mikelionytė,"1,20",Klaipėdos Neptūnas,2022,35.,Kateryna  Chikaodiri Dike,"0,06",Klaipėdos LCC tarptautinis universitetas,2022,35.,Brigita  Sinickaitė,"0,61",Klaipėdos Neptūnas,2022,35.,Kateryna  Chikaodiri Dike,"1,24",Klaipėdos LCC tarptautinis universitetas,2022,35.,Gedvilė  Savostaitė,"18,26",Kauno Aistės-LSMU
2022,36.,Ugnė  Sirtautaitė,"4,70",Vilniaus Kibirkštis,2022,36.,Ugnė  Sirtautaitė,"5,00",Vilniaus Kibirkštis,2022,36.,Iryna  Savchuk,"37,50%",Šiaulių Šiauliai-Vilmers,2022,36.,Gedvilė  Savostaitė,"60,00%",Kauno Aistės-LSMU,2022,36.,Amalija  Pašajevaitė,"2,33",Kauno Aistės-LSMU,2022,36.,Martyna   Petrėnaitė,"1,00",Kauno Aistės-LSMU,2022,36.,Salome  Cordinier,"0,05",Klaipėdos LCC tarptautinis universitetas,2022,36.,Karolina  Kazočiūnaitė,"0,60",Vilniaus Kibirkštis,2022,36.,Polina  Korbut,"1,15",Klaipėdos LCC tarptautinis universitetas,2022,36.,Gintarė  Mažionytė,"18,10",Vilniaus Kibirkštis
2022,37.,Kateryna  Chikaodiri Dike,"3,65",Klaipėdos LCC tarptautinis universitetas,2022,37.,Livija  Sakevičiūtė,"4,21",Vilniaus Kibirkštis,2022,37.,Kamilė  Mickutė,"37,50%",Klaipėdos Neptūnas,2022,37.,Kateryna  Chikaodiri Dike,"60,00%",Klaipėdos LCC tarptautinis universitetas,2022,37.,Danguolė  Pupkevičiūtė,"2,17",Šiaulių Šiauliai-Vilmers,2022,37.,Gedvilė  Savostaitė,"0,95",Kauno Aistės-LSMU,2022,37.,Ligita  Tamutytė,"0,05",Klaipėdos Neptūnas,2022,37.,Urtė  Čižauskaitė,"0,50",Kauno Aistės-LSMU,2022,37.,Audronė  Zdanevičiūtė,"1,11",Kauno Aistės-LSMU,2022,37.,Saulė  Mikelionytė,"16,20",Klaipėdos Neptūnas
2022,38.,Yuliia  Hutevych,"3,20",Šiaulių Šiauliai-Vilmers,2022,38.,Kateryna  Chikaodiri Dike,"4,00",Klaipėdos LCC tarptautinis universitetas,2022,38.,Gintarė  Paulauskaitė,"36,36%",Kauno Aistės-LSMU,2022,38.,Ugnė  Sirtautaitė,"54,55%",Vilniaus Kibirkštis,2022,38.,Audronė  Zdanevičiūtė,"2,11",Kauno Aistės-LSMU,2022,38.,Ugnė  Sirtautaitė,"0,90",Vilniaus Kibirkštis,2022,38.,Dalia  Donskichytė,"0,05",Klaipėdos Neptūnas,2022,38.,Agnesė  Garčinskaitė,"0,50",Kauno Aistės-LSMU,2022,38.,Ugnė  Sirtautaitė,"1,05",Vilniaus Kibirkštis,2022,38.,Kateryna  Chikaodiri Dike,"15,71",Klaipėdos LCC tarptautinis universitetas
